NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR
FRA,1992,25,29,339,9,France,8,5,16,29,Spain,0.2758620689655172,0,0,0,492,0.0295194096118077,0.0356265356265356,0.2758620689655172,3.8620689655172415,0.8620689655172413,0.0855457227138643,0.0,0.6604938271604939,2.0,0.1129032258064516,1.0,28.010342279414235,29.26528118707866,-0.04410665710100736
GBR,1992,23,29,371,13,Great Britain,5,3,12,20,Spain,0.25,0,0,0,609,0.0365392692146157,0.0245700245700245,0.25,5.6,0.7931034482758621,0.0539083557951482,0.0833333333333333,0.63671875,2.0,0.0422801213123793,1.0,24.93269901695222,23.640683682505347,0.018074682203389814
GBR,1992,23,29,371,32,Ireland,1,1,0,2,Spain,0.5,0,0,0,611,0.0366592668146637,0.0024570024570024,0.5,56.0,0.7931034482758621,0.0053908355795148,1.4615384615384617,0.63671875,2.0,0.0422801213123793,1.0,19.628014485333686,14.592130501977293,0.0
GER,1992,26,29,463,3,Germany,33,21,28,82,Spain,0.4024390243902439,0,0,0,337,0.0202195956080878,0.1007371007371007,0.4024390243902439,1.3658536585365857,0.896551724137931,0.1771058315334773,-0.8928571428571429,0.6217457886676876,2.0,0.0312339989759344,1.0,31.666053391430285,60.28154639614273,-0.12893914283916175
GHA,1992,4,29,34,54,Ghana,0,0,1,1,Spain,0.0,0,0,0,4,0.0002399952000959,0.0012285012285012,0.0,112.0,0.1379310344827586,0.0294117647058823,0.2558139534883721,0.902439024390244,1.1746031746031744,0.0009939459654829,0.7078651685393258,-5.528612164484167,2.202305849854836,0.0
GRE,1992,17,29,70,26,Greece,2,0,0,2,Spain,1.0,0,0,0,69,0.0041399172016559,0.0024570024570024,1.0,56.0,0.5862068965517241,0.0285714285714285,-0.4347826086956521,0.7894736842105263,1.809523809523809,0.046078431372549,0.9130434782608696,15.047815222400011,5.426072590809835,0.05336257309941517
HUN,1992,23,29,215,8,Hungary,11,12,7,30,Spain,0.3666666666666666,0,0,0,394,0.0236395272094558,0.0368550368550368,0.3666666666666666,3.733333333333333,0.7931034482758621,0.1395348837209302,0.3333333333333333,0.6837606837606838,2.0,0.1003584229390681,1.0,25.544934640590768,30.773532699268856,-0.06227106227106227
INA,1992,10,29,42,24,Indonesia,2,2,1,5,Spain,0.4,0,0,0,6,0.0003599928001439,0.0061425061425061,0.4,22.4,0.3448275862068966,0.119047619047619,-0.3333333333333333,0.5882352941176471,1.809523809523809,0.046078431372549,0.9130434782608696,8.806076521811004,6.049589643718502,-0.17920656634746923
IRI,1992,6,29,36,44,Iran,0,1,2,3,Spain,0.0,0,0,0,33,0.0019799604007919,0.0036855036855036,0.0,37.333333333333336,0.2068965517241379,0.0833333333333333,0.2222222222222222,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,1.7288970950452058,4.424834582132148,0.0
IRL,1992,12,29,58,32,Ireland,1,1,0,2,Spain,0.5,0,0,0,15,0.0008999820003599,0.0024570024570024,0.5,56.0,0.4137931034482758,0.0344827586206896,-0.0303030303030303,0.8051948051948052,1.6825396825396823,0.0422801213123793,0.863013698630137,8.175522974806944,-2.4724949769586404,0.1688311688311689
ISR,1992,10,29,30,48,Israel,0,1,1,2,Spain,0.0,0,0,0,2,0.0001199976000479,0.0024570024570024,0.0,56.0,0.3448275862068966,0.0666666666666666,0.0,0.7954545454545454,1.1746031746031744,0.0009939459654829,0.7078651685393258,5.925277847702963,3.137359908324713,
ITA,1992,26,29,304,12,Italy,6,5,8,19,Spain,0.3157894736842105,0,0,0,399,0.0239395212095758,0.0233415233415233,0.3157894736842105,5.894736842105263,0.896551724137931,0.0625,0.2,0.7517401392111369,2.0,0.1466973886328725,1.0,28.63574167753216,21.39510235199417,-0.05574649180490587
JAM,1992,5,29,36,38,Jamaica,0,3,1,4,Spain,0.0,0,0,0,24,0.0014399712005759,0.0049140049140049,0.0,28.0,0.1724137931034483,0.1111111111111111,0.1176470588235294,0.5294117647058824,1.1746031746031744,0.0009939459654829,0.7078651685393258,1.4145606646043565,1.784319837241438,-0.08283313325330133
JPN,1992,24,29,256,17,Japan,3,8,11,22,Spain,0.1363636363636363,0,0,0,268,0.0160796784064318,0.027027027027027,0.1363636363636363,5.090909090909091,0.8275862068965517,0.0859375,0.2142857142857142,0.6785714285714286,1.9365079365079363,0.0895545314900153,0.9692307692307692,26.363847834845703,18.81956596284545,0.001386962552011095
KEN,1992,5,29,49,21,Kenya,2,4,2,8,Spain,0.25,0,0,0,39,0.0023399532009359,0.0098280098280098,0.25,14.0,0.1724137931034483,0.1632653061224489,0.6153846153846154,0.8363636363636363,1.809523809523809,0.046078431372549,0.9130434782608696,1.989416506206571,9.824758649872908,-0.09545454545454546
KOR,1992,24,29,225,7,South Korea,12,5,12,29,Spain,0.4137931034482758,1,0,0,99,0.0059398812023759,0.0356265356265356,0.4137931034482758,3.8620689655172415,0.8275862068965517,0.1288888888888889,0.75,0.7080745341614907,2.0,0.0875576036866359,1.0,26.08381253944604,23.261863731347653,0.06923605866239813
LAT,1992,13,29,34,40,Latvia,0,2,1,3,Spain,0.0,0,0,0,6,0.0003599928001439,0.0036855036855036,0.0,37.333333333333336,0.4482758620689655,0.088235294117647,0.6666666666666666,0.725,1.1746031746031744,0.0009939459654829,0.7078651685393258,9.99898143864681,4.345359528850823,-0.275
LTU,1992,11,29,47,34,Lithuania,1,0,1,2,Spain,0.5,0,0,0,2,0.0001199976000479,0.0024570024570024,0.5,56.0,0.3793103448275862,0.0425531914893617,0.0,0.7777777777777778,1.6825396825396823,0.0422801213123793,0.863013698630137,6.945984680832156,3.3268176101978684,
MAR,1992,7,29,44,31,Morocco,1,1,1,3,Spain,0.3333333333333333,0,0,0,9,0.0005399892002159,0.0036855036855036,0.3333333333333333,37.333333333333336,0.2413793103448276,0.0681818181818181,0.1071428571428571,0.9777777777777776,1.6825396825396823,0.0422801213123793,0.863013698630137,3.01057411228463,4.185434611703784,0.11570881226053631
MAS,1992,6,29,26,54,Malaysia,0,0,1,1,Spain,0.0,0,0,0,1,5.999880002399952e-05,0.0012285012285012,0.0,112.0,0.2068965517241379,0.0384615384615384,0.0,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,-2.524574286363478,2.1570733976187144,
MEX,1992,18,29,102,49,Mexico,0,1,0,1,Spain,0.0,0,0,0,40,0.0023999520009599,0.0012285012285012,0.0,112.0,0.6206896551724138,0.0098039215686274,0.1136363636363636,0.7285714285714285,1.1746031746031744,0.0009939459654829,0.7078651685393258,12.226371514569742,3.3298131248064315,-0.07003968253968262
MGL,1992,8,29,33,52,Mongolia,0,0,2,2,Spain,0.0,0,0,0,13,0.0007799844003119,0.0024570024570024,0.0,56.0,0.2758620689655172,0.0606060606060606,0.1304347826086956,0.7894736842105263,1.1746031746031744,0.0009939459654829,0.7078651685393258,3.136194140148599,2.8999011163827104,0.008223684210526327
NAM,1992,3,29,6,41,Namibia,0,2,0,2,Spain,0.0,0,0,0,2,0.0001199976000479,0.0024570024570024,0.0,56.0,0.1034482758620689,0.3333333333333333,0.0,0.7,1.1746031746031744,0.0009939459654829,0.7078651685393258,-0.2174818875022675,2.42396501780602,
NED,1992,20,29,201,20,Netherlands,2,6,7,15,Spain,0.1333333333333333,0,0,0,166,0.0099598008039839,0.0184275184275184,0.1333333333333333,7.466666666666667,0.6896551724137931,0.0746268656716417,-0.0909090909090909,0.5252918287937743,1.809523809523809,0.046078431372549,0.9130434782608696,21.49515467417197,15.71677977023177,-0.05391609199830483
NGR,1992,8,29,55,38,Nigeria,0,3,1,4,Spain,0.0,0,0,0,8,0.0004799904001919,0.0049140049140049,0.0,28.0,0.2758620689655172,0.0727272727272727,0.2666666666666666,0.5833333333333334,1.1746031746031744,0.0009939459654829,0.7078651685393258,4.605283515552756,4.651881721547538,-0.33333333333333326
NOR,1992,17,29,83,22,Norway,2,4,1,7,Spain,0.2857142857142857,0,0,0,115,0.0068998620027599,0.0085995085995086,0.2857142857142857,16.0,0.5862068965517241,0.0843373493975903,0.0476190476190476,0.631578947368421,1.809523809523809,0.046078431372549,0.9130434782608696,17.117099881602677,9.570632864552271,-0.0013324450366423157
NZL,1992,17,29,134,28,New Zealand,1,4,5,10,Spain,0.1,0,0,0,62,0.0037199256014879,0.0122850122850122,0.1,11.2,0.5862068965517241,0.0746268656716417,0.5555555555555556,0.7257142857142858,1.6825396825396823,0.0422801213123793,0.863013698630137,16.53574857141731,6.875639667631006,-0.09571428571428564
PAK,1992,5,29,27,54,Pakistan,0,0,1,1,Spain,0.0,0,0,0,10,0.0005999880002399,0.0012285012285012,0.0,112.0,0.1724137931034483,0.037037037037037,0.1739130434782608,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,-4.062489092347876,2.329713251530244,0.0
PER,1992,9,29,16,49,Peru,0,1,0,1,Spain,0.0,0,0,0,4,0.0002399952000959,0.0012285012285012,0.0,112.0,0.3103448275862069,0.0625,0.3611111111111111,0.7142857142857143,1.1746031746031744,0.0009939459654829,0.7078651685393258,0.9934976036443176,1.9525178645825465,0.29120879120879123
PHI,1992,9,29,26,54,Philippines,0,0,1,1,Spain,0.0,0,0,0,8,0.0004799904001919,0.0012285012285012,0.0,112.0,0.3103448275862069,0.0384615384615384,0.1739130434782608,0.868421052631579,1.1746031746031744,0.0009939459654829,0.7078651685393258,1.022588407231987,2.1875112689592218,0.03508771929824561
POL,1992,21,29,201,19,Poland,3,6,10,19,Spain,0.1578947368421052,0,0,0,215,0.0128997420051598,0.0233415233415233,0.1578947368421052,5.894736842105263,0.7241379310344828,0.0945273631840796,-0.05,0.7262357414448669,1.9365079365079363,0.0895545314900153,0.9692307692307692,22.99315679737626,17.743850877559694,-0.02376425855513309
PRK,1992,12,29,64,16,North Korea,4,0,5,9,Spain,0.4444444444444444,0,0,0,21,0.0012599748005039,0.011056511056511,0.4444444444444444,12.444444444444445,0.4137931034482758,0.140625,-0.3846153846153846,0.4796747967479675,1.9365079365079363,0.0754224270353302,0.9692307692307692,12.187100008550834,7.295665537132727,-0.20627561647517306
PUR,1992,12,29,69,54,Puerto Rico,0,0,1,1,Spain,0.0,0,0,0,5,0.0002999940001199,0.0012285012285012,0.0,112.0,0.4137931034482758,0.0144927536231884,0.8,0.9108910891089108,1.1746031746031744,0.0009939459654829,0.7078651685393258,3.659482409003809,2.142450570585815,0.0833048822123591
QAT,1992,2,29,28,54,Qatar,0,0,1,1,Spain,0.0,0,0,0,1,5.999880002399952e-05,0.0012285012285012,0.0,112.0,0.0689655172413793,0.0357142857142857,0.0,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,-7.623196426081614,2.090904749298101,
ROU,1992,18,29,173,14,Romania,4,6,8,18,Spain,0.2222222222222222,0,0,0,219,0.0131397372052558,0.0221130221130221,0.2222222222222222,6.222222222222222,0.6206896551724138,0.1040462427745664,0.75,0.5522875816993464,1.9365079365079363,0.0754224270353302,0.9692307692307692,18.09344068789052,14.211876623607154,0.06972944216446275
RSA,1992,19,29,93,41,South Africa,0,2,0,2,Spain,0.0,0,0,0,53,0.0031799364012719,0.0024570024570024,0.0,56.0,0.6551724137931034,0.021505376344086,0.4642857142857143,0.6808510638297872,1.1746031746031744,0.0009939459654829,0.7078651685393258,16.188799846854522,4.057696900709242,-0.2358156028368794
SLO,1992,12,29,35,52,Slovenia,0,0,2,2,Spain,0.0,0,0,0,2,0.0001199976000479,0.0024570024570024,0.0,56.0,0.4137931034482758,0.0571428571428571,0.0,0.851063829787234,1.1746031746031744,0.0009939459654829,0.7078651685393258,8.363001920730563,2.926327178353412,
SUI,1992,17,29,102,37,Switzerland,1,0,0,1,Spain,1.0,0,0,0,157,0.0094198116037679,0.0012285012285012,1.0,112.0,0.5862068965517241,0.0098039215686274,0.1212121212121212,0.7485380116959064,1.6825396825396823,0.0422801213123793,0.863013698630137,10.947610085722731,6.393146928732136,-0.006428875721312122
SUR,1992,3,29,6,54,Suriname,0,0,1,1,Spain,0.0,0,0,0,2,0.0001199976000479,0.0012285012285012,0.0,112.0,0.1034482758620689,0.1666666666666666,0.8620689655172413,0.7777777777777778,1.1746031746031744,0.0009939459654829,0.7078651685393258,-6.282160168515404,2.1364977547984854,0.1777777777777778
SWE,1992,22,29,186,27,Sweden,1,7,4,12,Spain,0.0833333333333333,0,0,0,445,0.0266994660106797,0.0147420147420147,0.0833333333333333,9.333333333333334,0.7586206896551724,0.064516129032258,-0.15625,0.7301587301587301,1.6825396825396823,0.0422801213123793,0.863013698630137,23.91992168517293,14.1307899993934,-0.038765572630114487
TCH,1992,25,29,208,15,Czechoslovakia,4,2,1,7,Spain,0.5714285714285714,0,0,0,146,0.0087598248035039,0.0085995085995086,0.5714285714285714,16.0,0.8620689655172413,0.0336538461538461,-0.1176470588235294,0.6654275092936803,1.9365079365079363,0.0754224270353302,0.9692307692307692,26.982087390699466,12.055152376009044,0.06808237655031746
THA,1992,9,29,46,54,Thailand,0,0,1,1,Spain,0.0,0,0,0,4,0.0002399952000959,0.0012285012285012,0.0,112.0,0.3103448275862069,0.0217391304347826,0.1739130434782608,0.453125,1.1746031746031744,0.0009939459654829,0.7078651685393258,0.8513551640123473,2.147570235246305,-0.4135416666666667
TPE,1992,7,29,31,49,Chinese Taipei,0,1,0,1,Spain,0.0,0,0,0,2,0.0001199976000479,0.0012285012285012,0.0,112.0,0.2413793103448276,0.032258064516129,0.1395348837209302,0.6842105263157895,1.1746031746031744,0.0009939459654829,0.7078651685393258,-1.5256326425067557,2.275938851588954,-0.06578947368421051
TUR,1992,10,29,41,23,Turkey,2,2,2,6,Spain,0.3333333333333333,0,0,0,53,0.0031799364012719,0.0073710073710073,0.3333333333333333,18.666666666666668,0.3448275862068966,0.1463414634146341,-0.1481481481481481,0.8518518518518519,1.809523809523809,0.046078431372549,0.9130434782608696,9.01931609035332,6.956641157471843,0.008714596949891074
USA,1992,28,29,540,2,United States,37,34,37,108,Spain,0.3425925925925926,0,1,0,1894,0.1136377272454551,0.1326781326781326,0.3425925925925926,1.037037037037037,0.9655172413793104,0.2,-0.3333333333333333,0.6185286103542235,2.0,0.0158730158730158,1.0,33.63120457701888,117.91215335045194,0.015731407557020627
ALG,1996,9,31,45,34,Algeria,2,0,1,3,United States,0.6666666666666666,0,0,0,7,0.0004199916001679,0.003562945368171,0.6666666666666666,33.666666666666664,0.2903225806451613,0.0666666666666666,0.0,0.8723404255319149,1.8481012658227849,0.0539179526521298,0.9294117647058824,5.154155978832453,5.202218499343287,-0.07210401891252949
ARG,1996,20,31,179,54,Argentina,0,2,1,3,United States,0.0,0,0,0,50,0.0029999400011999,0.003562945368171,0.0,33.666666666666664,0.6451612903225806,0.0167597765363128,0.0,0.6877828054298643,1.3670886075949369,0.0014999065631977,0.7596153846153846,17.687368918772876,3.2013116959042227,-0.05095593330887449
ARM,1996,11,31,32,45,Armenia,1,1,0,2,United States,0.5,0,0,0,2,0.0001199976000479,0.002375296912114,0.5,50.5,0.3548387096774194,0.0625,0.0,0.9473684210526316,1.5949367088607596,0.0221117837578658,0.8315789473684211,6.554167678070765,3.9450888202020016,
AUS,1996,26,31,417,7,Australia,9,9,23,41,United States,0.2195121951219512,0,1,0,283,0.0169796604067918,0.0486935866983372,0.2195121951219512,2.463414634146341,0.8387096774193549,0.0983213429256594,-0.3,0.5581818181818182,1.9493670886075949,0.0400032456994482,0.9753086419753086,27.800730698032076,31.537008966150328,-0.02899766899766898
AUT,1996,15,31,72,57,Austria,0,1,2,3,United States,0.0,0,0,0,79,0.0047399052018959,0.003562945368171,0.0,33.666666666666664,0.4838709677419355,0.0416666666666666,0.3902439024390244,0.7717391304347826,1.3670886075949369,0.0014999065631977,0.7596153846153846,11.439427791167784,4.740308550326582,0.07882574460801095
AZE,1996,9,31,23,61,Azerbaijan,0,1,0,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.001187648456057,0.0,101.0,0.2903225806451613,0.0434782608695652,0.0,0.8333333333333334,1.3670886075949369,0.0014999065631977,0.7596153846153846,1.2006967814239915,2.536681237733469,
BAH,1996,4,31,26,61,Bahamas,0,1,0,1,United States,0.0,0,0,0,4,0.0002399952000959,0.001187648456057,0.0,101.0,0.1290322580645161,0.0384615384615384,0.1296296296296296,0.6388888888888888,1.3670886075949369,0.0014999065631977,0.7596153846153846,-4.970471660167101,2.232943071561923,-0.19444444444444453
BDI,1996,1,31,7,49,Burundi,1,0,0,1,United States,1.0,0,0,0,1,5.999880002399952e-05,0.001187648456057,1.0,101.0,0.032258064516129,0.1428571428571428,0.0,0.8571428571428571,1.5949367088607596,0.0221117837578658,0.8315789473684211,-7.268413545519629,3.5571811298596483,
BEL,1996,14,31,61,31,Belgium,2,2,2,6,United States,0.3333333333333333,0,0,0,133,0.0079798404031919,0.007125890736342,0.3333333333333333,16.833333333333332,0.4516129032258064,0.0983606557377049,-0.2954545454545454,0.654320987654321,1.8481012658227849,0.0539179526521298,0.9294117647058824,12.771310349002157,8.037663709122793,0.03296176435335019
BLR,1996,19,31,157,37,Belarus,1,6,8,15,United States,0.0666666666666666,0,0,0,15,0.0008999820003599,0.0178147268408551,0.0666666666666666,6.733333333333333,0.6129032258064516,0.0955414012738853,0.0,0.5598455598455598,1.5949367088607596,0.0221117837578658,0.8315789473684211,18.794638576782493,7.005412137157826,
BRA,1996,18,31,220,25,Brazil,3,3,9,15,United States,0.2,0,0,0,54,0.0032399352012959,0.0178147268408551,0.2,6.733333333333333,0.5806451612903226,0.0681818181818181,0.0,0.7250996015936255,1.8227848101265824,0.0396433059529457,0.9186046511627908,17.328642713363916,12.96239431166534,-0.01738966879264059
BUL,1996,17,31,108,22,Bulgaria,3,7,5,15,United States,0.2,0,0,0,182,0.0109197816043679,0.0178147268408551,0.2,6.733333333333333,0.5483870967741935,0.1388888888888889,0.2222222222222222,0.7071823204419889,1.8227848101265824,0.0396433059529457,0.9186046511627908,16.540089823440017,17.012436127797724,0.08853825264537873
CAN,1996,25,31,303,21,Canada,3,11,8,22,United States,0.1363636363636363,0,0,0,217,0.0130197396052078,0.0261282660332541,0.1363636363636363,4.590909090909091,0.8064516129032258,0.0726072607260726,0.9090909090909092,0.5049019607843137,1.8227848101265824,0.0396433059529457,0.9186046511627908,24.456436855434667,16.02980901863208,-0.059142983035911034
CHN,1996,25,31,289,4,China,16,22,12,50,United States,0.32,0,0,0,164,0.0098398032039359,0.0593824228028503,0.32,2.02,0.8064516129032258,0.1730103806228373,0.0,0.408675799086758,2.0,0.0486854917234664,1.0,26.963066274642383,44.1018329004963,-0.07101963238532322
CRC,1996,6,31,11,49,Costa Rica,1,0,0,1,United States,1.0,0,0,0,2,0.0001199976000479,0.001187648456057,1.0,101.0,0.1935483870967742,0.0909090909090909,0.3611111111111111,0.4615384615384615,1.5949367088607596,0.0221117837578658,0.8315789473684211,-2.4020894803911736,2.879901971657993,0.06759906759906759
CRO,1996,14,31,84,45,Croatia,1,1,0,2,United States,0.5,0,0,0,5,0.0002999940001199,0.002375296912114,0.5,50.5,0.4516129032258064,0.0238095238095238,0.0227272727272727,0.8632478632478633,1.5949367088607596,0.0221117837578658,0.8315789473684211,9.68209277658477,3.5138836819955217,-0.006317354143441034
CUB,1996,15,31,164,8,Cuba,9,8,8,25,United States,0.36,0,0,0,108,0.0064798704025919,0.0296912114014251,0.36,4.04,0.4838709677419355,0.1524390243902439,0.6,0.6629213483146067,1.9493670886075949,0.0400032456994482,0.9753086419753086,13.900349935490963,25.92098926388647,-0.046262325154781014
CZE,1996,17,31,115,17,Czech Republic,4,3,4,11,United States,0.3636363636363636,0,0,0,11,0.0006599868002639,0.013064133016627,0.3636363636363636,9.181818181818182,0.5483870967741935,0.0956521739130434,0.0,0.5976331360946746,1.8481012658227849,0.0341609866926322,0.9294117647058824,16.288963757244268,8.899125417407461,
DEN,1996,14,31,119,19,Denmark,4,1,1,6,United States,0.6666666666666666,0,0,0,151,0.0090598188036239,0.007125890736342,0.6666666666666666,16.833333333333332,0.4516129032258064,0.0504201680672268,-0.3666666666666666,0.4482758620689655,1.8481012658227849,0.0341609866926322,0.9294117647058824,12.38511550457138,8.294276256830065,-0.17672413793103448
