NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small
GBR,2000,23,34,309,10,Great Britain,11,10,7,28,Australia,0.3928571428571428,0,0,0,658,0.0394792104157916,0.0302702702702702,0.3928571428571428,3.321428571428572,2.3997688651844187,0.2274667683363592,-0.7222222222222222,0.5590361445783133,2.0,0.0009993337774816,1.0,28.22764741654535,-0.0343142390534002,22.2093023255814,-1.4797632645291132,15.10258264854824,0.0344827586206896,0.0097087378640776,0.6764705882352942,0.5866666666666667
GBR,2000,23,34,309,64,Ireland,0,1,0,1,Australia,0.0,0,0,0,659,0.0395392092158156,0.001081081081081,0.0,93.0,0.0,0.0022255321250482,5.4,0.5590361445783133,2.0,0.0009993337774816,1.0,-2.3013197271795693,0.0,22.2093023255814,-62.23205787169237,-3.1231057336007364,0.0344827586206896,0.0097087378640776,0.6764705882352942,0.5866666666666667
GEO,2000,12,34,36,68,Georgia,0,0,6,6,Australia,0.0,0,0,0,8,0.0004799904001919,0.0064864864864864,0.0,15.5,0.4202896449794533,0.2069117647058822,0.0,0.7021276595744681,1.3250000000000002,0.0009993337774816,0.7476635514018691,7.723002850249571,-0.0835866261398176,5.571428571428571,-4.950980392156862,2.4147058823529406,0.0,0.0277777777777777,0.3529411764705882,0.1366666666666666
GER,2000,29,34,422,5,Germany,13,17,26,56,Australia,0.2321428571428571,0,0,0,458,0.0274794504109917,0.0605405405405405,0.2321428571428571,1.6607142857142858,3.6896179845263193,0.4954467455543118,0.6666666666666666,0.5802469135802469,1.95,0.028876582278481,0.975609756097561,41.2598528405932,-0.0283792845028201,39.23529411764706,-0.4308489983671195,27.335451182842803,0.0,0.0023696682464454,0.8235294117647058,0.7666666666666667
GRE,2000,23,34,140,17,Greece,4,6,3,13,Australia,0.3076923076923077,0,1,0,90,0.0053998920021599,0.014054054054054,0.3076923076923077,7.153846153846154,1.3737480809568017,0.1221441776710683,0.0625,0.5828571428571429,1.925,0.0623466407010709,0.963855421686747,17.277158117780438,0.0217460317460317,6.25,-4.070038784744668,3.1539883645766,0.0,0.0928571428571428,0.6764705882352942,0.38
HUN,2000,23,34,178,13,Hungary,8,6,3,17,Australia,0.4705882352941176,0,0,0,432,0.0259194816103677,0.0183783783783783,0.4705882352941176,5.470588235294118,2.2313581676471905,0.2136416111002465,0.0833333333333333,0.6050420168067226,1.975,0.078902953586498,0.9876543209876544,26.102170682906305,-0.0108309990662932,18.925925925925927,-2.9287158353096694,12.369533397555248,0.0,0.0112359550561797,0.6764705882352942,0.4566666666666666
INA,2000,12,34,47,38,Indonesia,1,3,2,6,Australia,0.1666666666666666,0,0,0,16,0.0009599808003839,0.0064864864864864,0.1666666666666666,15.5,0.2662166698270972,0.1433007571521139,-0.073170731707317,0.6111111111111112,1.625,0.0279594880054388,0.8421052631578947,6.051675468081573,0.0777777777777778,3.888888888888889,-4.989987484355444,1.2252259769155889,0.0,0.0212765957446808,0.3529411764705882,0.1
IND,2000,13,34,65,71,India,0,0,1,1,Australia,0.0,0,0,0,16,0.0009599808003839,0.001081081081081,0.0,93.0,0.0,0.0010835473647571,0.0,0.6714285714285714,1.3250000000000002,0.0009993337774816,0.7476635514018691,-0.0966237241691111,-0.161904761904762,1.7894736842105263,-35.16108597285068,-9.295694212907836,0.0,0.0153846153846153,0.3823529411764705,0.1266666666666666
IRI,2000,12,34,33,27,Iran,3,0,1,4,Australia,0.75,0,0,0,40,0.0023999520009599,0.0043243243243243,0.75,23.25,0.2317130667848188,0.1335245503159941,-0.3720930232558139,0.9705882352941176,1.85,0.0434278114107503,0.9302325581395348,5.495638704282862,0.0261437908496732,4.764705882352941,-7.731729055258467,1.0157754010695186,0.0,0.0303030303030303,0.3529411764705882,0.11
IRL,2000,10,34,64,64,Ireland,0,1,0,1,Australia,0.0,0,0,0,20,0.0011999760004799,0.001081081081081,0.0,93.0,0.0643860882477052,0.0059172506893382,1.2857142857142858,0.5921052631578947,1.3250000000000002,0.0009993337774816,0.7476635514018691,0.0304144137160269,-0.1856725146198831,2.7142857142857144,-27.04319852941176,-6.212959558823528,0.0,0.015625,0.2941176470588235,0.1733333333333333
ISL,2000,5,34,18,71,Iceland,0,0,1,1,Australia,0.0,0,0,0,3,0.0001799964000719,0.001081081081081,0.0,93.0,0.1341565698038291,0.0369880174291938,0.6511627906976745,0.5862068965517241,1.3250000000000002,0.0009993337774816,0.7476635514018691,1.0663042771364908,-0.2995073891625616,1.0,-13.47385620915032,-3.342156862745096,0.0,0.0555555555555555,0.1470588235294117,0.0933333333333333
ISR,2000,9,34,39,71,Israel,0,0,1,1,Australia,0.0,0,0,0,4,0.0002399952000959,0.001081081081081,0.0,93.0,-0.0925619272364053,0.0110302819352592,0.0,0.7758620689655172,1.3250000000000002,0.0009993337774816,0.7476635514018691,-0.9896942070148406,0.0390199637023593,2.2857142857142856,-24.32730015082956,-5.698190045248868,0.0,0.0512820512820512,0.2647058823529412,0.1433333333333333
ITA,2000,29,34,361,7,Italy,13,8,13,34,Australia,0.3823529411764705,0,0,0,468,0.0280794384112317,0.0367567567567567,0.3823529411764705,2.735294117647059,3.235423188957572,0.2423896312906863,0.1666666666666666,0.649890590809628,1.95,0.028876582278481,0.975609756097561,36.23075985555293,-0.0544572352773286,23.07407407407408,-1.3859209807436093,15.736075557628766,0.0909090909090909,0.0110803324099723,0.8529411764705882,0.58
JAM,2000,4,34,48,54,Jamaica,0,6,3,9,Australia,0.0,0,0,0,39,0.0023399532009359,0.0097297297297297,0.0,10.333333333333334,0.0275545570768161,0.2521047794117647,0.3846153846153846,0.4461538461538462,1.3250000000000002,0.0009993337774816,0.7476635514018691,3.9906704470255145,-0.0900780379041248,5.3125,-0.9105392156862744,3.4455882352941174,0.0,0.0625,0.1176470588235294,0.0933333333333333
JPN,2000,28,34,266,15,Japan,5,8,5,18,Australia,0.2777777777777778,0,0,0,300,0.0179996400071998,0.0194594594594594,0.2777777777777778,5.166666666666667,3.0339863900538577,0.1654817504942041,-0.3478260869565217,0.6225895316804407,1.975,0.0962025316455696,0.9876543209876544,34.13662600408367,0.1069645316804407,22.09090909090909,-3.363703376087277,14.454525350810178,0.0,0.0902255639097744,0.7941176470588235,0.5066666666666667
KAZ,2000,17,34,130,22,Kazakhstan,3,4,0,7,Australia,0.4285714285714285,0,0,0,18,0.0010799784004319,0.0075675675675675,0.4285714285714285,13.285714285714286,1.0539729446271715,0.0817023668639052,-0.0833333333333333,0.6645569620253164,1.85,0.0434278114107503,0.9302325581395348,13.806476621234756,-0.0819219112141201,10.0,-6.08901098901099,5.173296703296703,0.0,0.0153846153846153,0.5,0.3466666666666667
KEN,2000,6,34,56,29,Kenya,2,3,2,7,Australia,0.2857142857142857,0,0,0,54,0.0032399352012959,0.0075675675675675,0.2857142857142857,13.285714285714286,0.1739221991878106,0.1940692671299289,-0.2368421052631578,0.6101694915254238,1.8,0.0399598985291855,0.9090909090909092,5.425853460563836,-0.204645323289391,8.76923076923077,-2.043067226890756,5.525541370394312,0.0,0.0178571428571428,0.1764705882352941,0.08
KGZ,2000,9,34,48,71,Kyrgyzstan,0,0,1,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.001081081081081,0.0,93.0,-0.0701266234884456,0.0104868770424836,0.0,0.7183098591549296,1.3250000000000002,0.0009993337774816,0.7476635514018691,-0.7682291713704585,0.0,3.333333333333333,-24.33210784313725,-4.966299019607842,0.0,0.0208333333333333,0.2647058823529412,0.1966666666666666
KOR,2000,26,34,279,12,South Korea,8,10,10,28,Australia,0.2857142857142857,0,0,0,154,0.0092398152036959,0.0302702702702702,0.2857142857142857,3.321428571428572,2.5962816144505467,0.2192880283111047,0.2,0.6462395543175488,1.975,0.078902953586498,0.9876543209876544,29.78127798231056,-0.0060386231404848,17.647058823529413,-1.6748516610945456,11.850485678142226,0.0,0.003584229390681,0.7647058823529411,0.4666666666666667
KSA,2000,5,34,18,61,Saudi Arabia,0,1,1,2,Australia,0.0,0,0,0,2,0.0001199976000479,0.0021621621621621,0.0,46.5,0.004884869788665,0.1008442265795207,0.0,1.0,1.3250000000000002,0.0009993337774816,0.7476635514018691,2.0744887936010183,0.0,1.5,-6.580065359477121,-0.9240196078431364,0.0,0.0555555555555555,0.1470588235294117,0.0466666666666666
KUW,2000,6,34,29,71,Kuwait,0,0,1,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.001081081081081,0.0,93.0,0.130620517562259,0.0201370916975589,0.0,1.0,1.3250000000000002,0.0009993337774816,0.7476635514018691,1.2522658579226444,0.0,1.0,-16.200811359026368,-4.16024340770791,0.0,0.5517241379310345,0.1764705882352941,0.0333333333333333
LAT,2000,13,34,45,44,Latvia,1,1,1,3,Australia,0.3333333333333333,0,0,0,10,0.0005999880002399,0.0032432432432432,0.3333333333333333,31.0,0.0,0.054942156862745,-0.2786885245901639,0.7166666666666667,1.625,0.0279594880054388,0.8421052631578947,2.6354359859623546,0.0257575757575757,2.375,-11.40392156862745,-1.7586764705882347,0.0,0.1111111111111111,0.3823529411764705,0.1566666666666666
LTU,2000,15,34,61,33,Lithuania,2,0,3,5,Australia,0.4,0,0,0,8,0.0004799904001919,0.0054054054054054,0.4,18.6,0.1124316917212923,0.0838744131084305,-0.5352112676056338,0.6103896103896104,1.8,0.0399598985291855,0.9090909090909092,4.429708938107129,-0.1180054513387847,3.625,-7.682738669238188,0.2326783992285435,0.0,0.1967213114754098,0.4411764705882353,0.1666666666666666
MAR,2000,9,34,55,58,Morocco,0,1,4,5,Australia,0.0,0,0,0,16,0.0009599808003839,0.0054054054054054,0.0,18.6,0.0303482907446333,0.0929139523578026,-0.1470588235294117,0.8363636363636363,1.3250000000000002,0.0009993337774816,0.7476635514018691,3.479631489590176,-0.0057416267942583,2.272727272727273,-4.567914438502674,0.2205347593582889,0.0,0.3090909090909091,0.2647058823529412,0.0933333333333333
MDA,2000,7,34,34,61,Moldova,0,1,1,2,Australia,0.0,0,0,0,4,0.0002399952000959,0.0021621621621621,0.0,46.5,-0.0320942728965641,0.0516608996539792,0.0517241379310344,0.8571428571428571,1.3250000000000002,0.0009993337774816,0.7476635514018691,1.5541973228887989,-0.0428571428571429,2.25,-9.308823529411764,-1.2176470588235289,0.0,0.0294117647058823,0.2058823529411764,0.1133333333333333
MEX,2000,19,34,78,40,Mexico,1,2,3,6,Australia,0.1666666666666666,0,0,0,47,0.0028199436011279,0.0064864864864864,0.1666666666666666,15.5,0.0234311018113477,0.0771194454113006,-0.4366197183098591,0.6530612244897959,1.625,0.0279594880054388,0.8421052631578947,3.6106824416347054,-0.0676594962309248,3.4761904761904763,-8.026018099547512,0.0255279034690794,0.0,0.0256410256410256,0.5588235294117647,0.2233333333333333
MKD,2000,5,34,10,71,Macedonia,0,0,1,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.001081081081081,0.0,93.0,0.1029454838180768,0.0667117647058823,0.0,0.4666666666666667,1.3250000000000002,0.0009993337774816,0.7476635514018691,1.1020113309152515,0.0,1.0,-13.429411764705875,-3.3288235294117623,0.0,0.1,0.1470588235294117,0.05
MOZ,2000,2,34,4,50,Mozambique,1,0,0,1,Australia,1.0,0,0,0,2,0.0001199976000479,0.001081081081081,1.0,93.0,0.0183645174926258,0.2287867647058823,-0.2957746478873239,0.5,1.625,0.0279594880054388,0.8421052631578947,0.8165706009015408,-0.1666666666666666,1.0,-5.161764705882352,-0.8485294117647058,0.0,0.25,0.0588235294117647,0.0133333333333333
NED,2000,21,34,231,8,Netherlands,12,9,4,25,Australia,0.48,0,0,0,210,0.0125997480050399,0.027027027027027,0.48,3.72,1.7607947025695212,0.1966534115235413,-0.4666666666666667,0.6175438596491228,2.0,0.0924050632911392,1.0,21.67580658579053,0.0589231699939504,12.346153846153848,-1.571774891774892,8.170775224775225,0.0,0.0086580086580086,0.6176470588235294,0.3166666666666666
NGR,2000,8,34,83,41,Nigeria,1,2,0,3,Australia,0.3333333333333333,0,0,0,17,0.0010199796004079,0.0032432432432432,0.3333333333333333,31.0,-0.0099583546704259,0.0355577376835477,0.28125,0.51,1.625,0.0279594880054388,0.8421052631578947,2.255649142745765,-0.1685714285714286,2.7777777777777777,-7.022678951098511,-0.1623592408851091,0.0,0.036144578313253,0.2352941176470588,0.12
NOR,2000,15,34,93,19,Norway,4,3,3,10,Australia,0.4,0,0,0,132,0.0079198416031679,0.0108108108108108,0.4,9.3,0.755907390061066,0.1451368672338862,-0.3666666666666666,0.5304347826086957,1.925,0.0623466407010709,0.963855421686747,11.2896099146248,0.0649175412293854,6.52,-3.5542378241619232,3.497728652751422,0.0,0.010752688172043,0.4117647058823529,0.1766666666666666
NZL,2000,18,34,147,46,New Zealand,1,0,3,4,Australia,0.25,0,0,0,72,0.0043199136017279,0.0043243243243243,0.25,23.25,0.388247816611134,0.0294787228434972,0.7692307692307693,0.5254237288135594,1.625,0.0279594880054388,0.8421052631578947,6.3057289983834215,-0.1257390618841151,6.227272727272728,-11.752200880352142,0.8334306449852669,0.0,0.0068027210884353,0.5294117647058824,0.3166666666666666
POL,2000,20,34,187,14,Poland,6,5,3,14,Australia,0.4285714285714285,0,0,0,246,0.0147597048059038,0.0151351351351351,0.4285714285714285,6.642857142857143,1.6219594532654715,0.1388043695844891,0.2727272727272727,0.6708333333333333,2.0,0.1381962025316455,1.0,19.722476405835604,-0.0731280193236715,13.590909090909092,-3.244461420932009,8.540297937356762,0.0,0.0106951871657754,0.5882352941176471,0.44
POR,2000,13,34,61,69,Portugal,0,0,2,2,Australia,0.0,0,0,0,17,0.0010199796004079,0.0021621621621621,0.0,46.5,0.0,0.0197236669459506,0.4680851063829787,0.796875,1.3250000000000002,0.0009993337774816,0.7476635514018691,1.6173351243711285,0.0945849236641221,1.75,-17.36427193828351,-3.984281581485052,0.0,0.0327868852459016,0.3823529411764705,0.1666666666666666
PRK,2000,10,34,31,60,North Korea,0,1,3,4,Australia,0.0,0,0,0,30,0.0017999640007199,0.0043243243243243,0.0,23.25,0.2045173305705242,0.1534665316320454,0.8181818181818182,0.4468085106382978,1.3250000000000002,0.0009993337774816,0.7476635514018691,4.792187358513823,-0.192080378250591,5.454545454545454,-6.4150853889943065,1.8936562014835256,0.0,0.032258064516129,0.2941176470588235,0.1133333333333333
QAT,2000,5,34,17,71,Qatar,0,0,1,1,Australia,0.0,0,0,0,2,0.0001199976000479,0.001081081081081,0.0,93.0,0.1197818407659898,0.039993079584775,0.3148148148148148,1.0,1.3250000000000002,0.0009993337774816,0.7476635514018691,1.0690362710625014,0.0,1.2,-13.47058823529411,-3.201176470588233,0.0,0.0588235294117647,0.1470588235294117,0.0466666666666666
ROU,2000,16,34,145,11,Romania,11,6,9,26,Australia,0.4230769230769231,0,0,0,265,0.0158996820063598,0.0281081081081081,0.4230769230769231,3.576923076923077,1.329712102634153,0.3701860670070644,-0.2142857142857142,0.492063492063492,1.975,0.0664556962025316,0.9876543209876544,17.75976068195952,-0.0748379163872122,15.65,-1.0333593384303323,10.6449921984709,0.0,0.0068965517241379,0.4705882352941176,0.3866666666666666
RSA,2000,17,34,127,55,South Africa,0,2,3,5,Australia,0.0,0,0,0,63,0.0037799244015119,0.0054054054054054,0.0,18.6,0.3222720194108937,0.042367262629262,1.037037037037037,0.6956521739130435,1.3250000000000002,0.0009993337774816,0.7476635514018691,5.7607507710317405,0.0289855072463768,4.842105263157895,-8.760629921259843,0.7612847078325733,0.0,0.0157480314960629,0.5,0.2266666666666666
RUS,2000,30,34,434,2,Russia,32,28,29,89,Australia,0.3595505617977528,0,0,0,152,0.0091198176036479,0.0962162162162162,0.3595505617977528,1.0449438202247192,4.420369433949793,1.2181028852748172,0.0,0.553156146179402,1.975,0.0082278481012658,0.9876543209876544,50.75312899422651,-0.0247424045452356,70.5,0.1654128124609755,49.39962384373829,0.0,0.0253456221198156,0.8823529411764706,0.7933333333333333
SLO,2000,13,34,74,36,Slovenia,2,0,0,2,Australia,1.0,0,0,0,6,0.0003599928001439,0.0021621621621621,1.0,46.5,0.0,0.0190918661109439,-0.3454545454545454,0.7111111111111111,1.8,0.0399598985291855,0.9090909090909092,1.948253446125381,0.008983451536643,3.25,-17.37003179650238,-2.936009538950714,0.0,0.054054054054054,0.3823529411764705,0.1766666666666666
SRI,2000,4,34,18,64,Sri Lanka,0,1,0,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.001081081081081,0.0,93.0,0.0905677947153743,0.0414978213507624,0.0,0.4583333333333333,1.3250000000000002,0.0009993337774816,0.7476635514018691,0.9115011561246054,0.0,1.0,-10.76797385620915,-2.530392156862745,0.0,0.0555555555555555,0.1176470588235294,0.0533333333333333
SUI,2000,19,34,102,37,Switzerland,1,6,2,9,Australia,0.1111111111111111,0,0,0,173,0.0103797924041519,0.0097297297297297,0.1111111111111111,10.333333333333334,1.056137159241323,0.121329296424452,1.0555555555555556,0.6014492753623188,1.625,0.0279594880054388,0.8421052631578947,13.58627957488704,0.0084260195483653,7.555555555555555,-5.127450980392157,3.750653594771242,0.0,0.0098039215686274,0.5588235294117647,0.2733333333333333
SVK,2000,16,34,108,39,Slovakia,1,3,1,5,Australia,0.2,0,0,0,8,0.0004799904001919,0.0054054054054054,0.2,18.6,0.2026478929652689,0.0482832546598885,-0.0930232558139534,0.7272727272727273,1.625,0.0279594880054388,0.8421052631578947,5.050009740022479,0.0027829313543599,4.142857142857143,-8.236056644880174,0.4291830065359479,0.0,0.0185185185185185,0.4705882352941176,0.21
SWE,2000,22,34,150,18,Sweden,4,5,3,12,Australia,0.3333333333333333,0,0,0,465,0.0278994420111597,0.0129729729729729,0.3333333333333333,7.75,2.0874944259896098,0.1748652026143791,-0.3793103448275862,0.6212121212121212,1.925,0.0623466407010709,0.963855421686747,24.667073298161498,0.0203537521134087,18.77777777777778,-4.28764705882353,11.858150326797386,0.0,0.0066666666666666,0.6470588235294118,0.3033333333333333
THA,2000,11,34,52,47,Thailand,1,0,2,3,Australia,0.3333333333333333,0,0,0,9,0.0005399892002159,0.0032432432432432,0.3333333333333333,31.0,-0.0997563396094862,0.0553116990475586,0.0,0.6176470588235294,1.625,0.0279594880054388,0.8421052631578947,1.5312928396375742,-0.0375253549695739,3.5454545454545454,-9.64819004524887,-0.4126388317564791,0.0,0.0192307692307692,0.3235294117647059,0.17
TPE,2000,14,34,55,58,Chinese Taipei,0,1,4,5,Australia,0.0,0,0,0,8,0.0004799904001919,0.0054054054054054,0.0,18.6,0.0455925174667958,0.0918973694160859,-0.0491803278688524,0.44,1.3250000000000002,0.0009993337774816,0.7476635514018691,3.588360824885828,0.0568224299065421,3.2222222222222223,-7.156149732620321,0.1087106357694591,0.0,0.0363636363636363,0.4117647058823529,0.1933333333333333
TTO,2000,3,34,19,61,Trinidad and Tobago,0,1,1,2,Australia,0.0,0,0,0,11,0.0006599868002639,0.0021621621621621,0.0,46.5,-0.0034452064563529,0.1069175492911845,-0.1029411764705882,0.7586206896551724,1.3250000000000002,0.0009993337774816,0.7476635514018691,2.050071369557896,0.1336206896551723,1.9,-3.9094427244582017,0.1571671826625393,0.0,0.1052631578947368,0.088235294117647,0.06
TUR,2000,10,34,57,26,Turkey,3,0,2,5,Australia,0.6,0,0,0,64,0.0038399232015359,0.0054054054054054,0.6,18.6,0.2481257962891476,0.1077586467027561,0.3684210526315789,0.7014925373134329,1.85,0.0434278114107503,0.9302325581395348,5.472503027609484,-0.0853927085882064,5.444444444444445,-5.08875128998968,2.284485724114207,0.0,0.0175438596491228,0.2941176470588235,0.1933333333333333
UKR,2000,23,34,230,21,Ukraine,3,10,10,23,Australia,0.1304347826086956,0,0,0,46,0.0027599448011039,0.0248648648648648,0.1304347826086956,4.043478260869565,2.188851397032256,0.2261235294117647,1.3333333333333333,0.5869565217391305,1.85,0.0434278114107503,0.9302325581395348,25.25913389135542,-0.0341260993434906,18.857142857142858,-1.9588235294117649,12.61235294117647,0.0,0.0043478260869565,0.6764705882352942,0.6166666666666667
