NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small
NED,1992,20,29,201,20,Netherlands,2,6,7,15,Spain,0.1333333333333333,0,0,0,166,0.0099598008039839,0.0184275184275184,0.1333333333333333,7.466666666666667,1.9436815185706275,0.1293042143098985,-0.0909090909090909,0.5252918287937743,1.809523809523809,0.046078431372549,0.9130434782608696,21.49515467417197,15.71677977023177,-0.0539160919983048,12.346153846153848,-4.385143249270888,7.326764717526426,0.0,0.0199004975124378,0.6896551724137931,0.4085603112840467
NGR,1992,8,29,55,38,Nigeria,0,3,1,4,Spain,0.0,0,0,0,8,0.0004799904001919,0.0049140049140049,0.0,28.0,-0.0363709759002611,0.0707765808555776,0.2666666666666666,0.5833333333333334,1.1746031746031744,0.0009939459654829,0.7078651685393258,4.605283515552756,4.651881721547538,-0.3333333333333332,2.7777777777777777,-7.375548589341691,-0.2682201323580631,0.0,0.0181818181818181,0.2758620689655172,0.1284046692607003
NOR,1992,17,29,83,22,Norway,2,4,1,7,Spain,0.2857142857142857,0,0,0,115,0.0068998620027599,0.0085995085995086,0.2857142857142857,16.0,0.8605023528537774,0.1007946881835609,0.0476190476190476,0.631578947368421,1.809523809523809,0.046078431372549,0.9130434782608696,17.117099881602677,9.570632864552271,-0.0013324450366423,6.52,-8.708766098878272,1.9513701703365176,0.0,0.0120481927710843,0.5862068965517241,0.2490272373540856
NZL,1992,17,29,134,28,New Zealand,1,4,5,10,Spain,0.1,0,0,0,62,0.0037199256014879,0.0122850122850122,0.1,11.2,0.9752863998342703,0.0939379542189859,0.5555555555555556,0.7257142857142858,1.6825396825396823,0.0422801213123793,0.863013698630137,16.53574857141731,6.875639667631006,-0.0957142857142856,6.227272727272728,-5.904683479155944,2.5876858653441266,0.0,0.0074626865671641,0.5862068965517241,0.3385214007782101
PAK,1992,5,29,27,54,Pakistan,0,0,1,1,Spain,0.0,0,0,0,10,0.0005999880002399,0.0012285012285012,0.0,112.0,0.1902817539693957,0.0186656733361714,0.1739130434782608,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,-4.062489092347876,2.329713251530244,0.0,1.1,-19.100893997445723,-4.960268199233717,0.0,0.037037037037037,0.1724137931034483,0.046692607003891
PER,1992,9,29,16,49,Peru,0,1,0,1,Spain,0.0,0,0,0,4,0.0002399952000959,0.0012285012285012,0.0,112.0,-0.9646280645285824,0.0024016702586206,0.3611111111111111,0.7142857142857143,1.1746031746031744,0.0009939459654829,0.7078651685393258,0.9934976036443176,1.9525178645825465,0.2912087912087912,1.0,-34.38577586206897,-9.615732758620693,0.0,0.0625,0.3103448275862069,0.0700389105058365
PHI,1992,9,29,26,54,Philippines,0,0,1,1,Spain,0.0,0,0,0,8,0.0004799904001919,0.0012285012285012,0.0,112.0,-0.8960044514667523,0.0029459407377179,0.1739130434782608,0.868421052631579,1.1746031746031744,0.0009939459654829,0.7078651685393258,1.022588407231987,2.1875112689592218,0.0350877192982456,1.5555555555555556,-34.40981432360743,-9.23405540819334,0.0,0.1153846153846153,0.3103448275862069,0.11284046692607
POL,1992,21,29,201,19,Poland,3,6,10,19,Spain,0.1578947368421052,0,0,0,215,0.0128997420051598,0.0233415233415233,0.1578947368421052,5.894736842105263,2.1870312909054963,0.1746738550265562,-0.05,0.7262357414448669,1.9365079365079363,0.0895545314900153,0.9692307692307692,22.99315679737626,17.743850877559694,-0.023764258555133,13.590909090909092,-3.449937246616283,8.478655189651478,0.0,0.0796019900497512,0.7241379310344828,0.5252918287937743
PRK,1992,12,29,64,16,North Korea,4,0,5,9,Spain,0.4444444444444444,0,0,0,21,0.0012599748005039,0.011056511056511,0.4444444444444444,12.444444444444445,0.5708637603488008,0.1749329952610697,-0.3846153846153846,0.4796747967479675,1.9365079365079363,0.0754224270353302,0.9692307692307692,12.187100008550834,7.295665537132727,-0.206275616475173,5.454545454545454,-4.595007183908045,2.439679663009404,0.0,0.09375,0.4137931034482758,0.1984435797665369
PUR,1992,12,29,69,54,Puerto Rico,0,0,1,1,Spain,0.0,0,0,0,5,0.0002999940001199,0.0012285012285012,0.0,112.0,,-0.0040760326358559,0.8,0.9108910891089108,1.1746031746031744,0.0009939459654829,0.7078651685393258,3.659482409003809,2.142450570585815,0.0833048822123591,1.375,-45.91654172913543,-12.812462518740627,0.0,0.0144927536231884,0.4137931034482758,0.2217898832684824
QAT,1992,2,29,28,54,Qatar,0,0,1,1,Spain,0.0,0,0,0,1,5.999880002399952e-05,0.0012285012285012,0.0,112.0,0.0512399856103123,0.0305505805770584,0.0,1.0,1.1746031746031744,0.0009939459654829,0.7078651685393258,-7.623196426081614,2.090904749298101,,1.2,-7.619458128078816,-1.445837438423645,0.0,0.0357142857142857,0.0689655172413793,0.0428015564202334
ROU,1992,18,29,173,14,Romania,4,6,8,18,Spain,0.2222222222222222,0,0,0,219,0.0131397372052558,0.0221130221130221,0.2222222222222222,6.222222222222222,1.831439007110379,0.2082360701937111,0.75,0.5522875816993464,1.9365079365079363,0.0754224270353302,0.9692307692307692,18.09344068789052,14.211876623607154,0.0697294421644627,15.65,-3.1373330675702613,10.013800079728922,0.0,0.0115606936416184,0.6206896551724138,0.4941634241245136
RSA,1992,19,29,93,41,South Africa,0,2,0,2,Spain,0.0,0,0,0,53,0.0031799364012719,0.0024570024570024,0.0,56.0,,0.0055603881065108,0.4642857142857143,0.6808510638297872,1.1746031746031744,0.0009939459654829,0.7078651685393258,16.188799846854522,4.057696900709242,-0.2358156028368794,4.842105263157895,-36.0129773822766,-7.414419530472455,0.0,0.032258064516129,0.6551724137931034,0.3385214007782101
SLO,1992,12,29,35,52,Slovenia,0,0,2,2,Spain,0.0,0,0,0,2,0.0001199976000479,0.0024570024570024,0.0,56.0,,0.0312260380014074,0.0,0.851063829787234,1.1746031746031744,0.0009939459654829,0.7078651685393258,8.363001920730563,2.926327178353412,,3.25,-22.70147783251231,-4.5354433497536935,0.0,0.0285714285714285,0.4137931034482758,0.1322957198443579
SUI,1992,17,29,102,37,Switzerland,1,0,0,1,Spain,1.0,0,0,0,157,0.0094198116037679,0.0012285012285012,1.0,112.0,,-0.0041459407743263,0.1212121212121212,0.7485380116959064,1.6825396825396823,0.0422801213123793,0.863013698630137,10.947610085722731,6.393146928732136,-0.0064288757213121,7.555555555555555,-65.05916159567275,-14.228859589812934,0.0,0.0098039215686274,0.5862068965517241,0.311284046692607
SUR,1992,3,29,6,54,Suriname,0,0,1,1,Spain,0.0,0,0,0,2,0.0001199976000479,0.0012285012285012,0.0,112.0,0.1024790949001454,0.1217528735632183,0.8620689655172413,0.7777777777777778,1.1746031746031744,0.0009939459654829,0.7078651685393258,-6.282160168515404,2.1364977547984854,0.1777777777777778,1.0,-11.316091954022982,-2.6948275862068947,0.0,0.1666666666666666,0.1034482758620689,0.0272373540856031
SWE,1992,22,29,186,27,Sweden,1,7,4,12,Spain,0.0833333333333333,0,0,0,445,0.0266994660106797,0.0147420147420147,0.0833333333333333,9.333333333333334,2.52655509194988,0.1372080487678462,-0.15625,0.7301587301587301,1.6825396825396823,0.0422801213123793,0.863013698630137,23.91992168517293,14.1307899993934,-0.0387655726301144,18.77777777777778,-6.257322951427512,11.267247559016193,0.0,0.0053763440860215,0.7586206896551724,0.4630350194552529
TCH,1992,25,29,208,15,Czechoslovakia,4,2,1,7,Spain,0.5714285714285714,0,0,0,146,0.0087598248035039,0.0085995085995086,0.5714285714285714,16.0,1.7702281395224442,0.0421288464726585,-0.1176470588235294,0.6654275092936803,1.9365079365079363,0.0754224270353302,0.9692307692307692,26.982087390699466,12.055152376009044,0.0680823765503174,9.125,-12.897380636604773,2.518285809018568,0.0,0.0144230769230769,0.8620689655172413,0.4669260700389105
THA,1992,9,29,46,54,Thailand,0,0,1,1,Spain,0.0,0,0,0,4,0.0002399952000959,0.0012285012285012,0.0,112.0,-0.3421788834175369,0.0046822981789737,0.1739130434782608,0.453125,1.1746031746031744,0.0009939459654829,0.7078651685393258,0.8513551640123473,2.147570235246305,-0.4135416666666667,3.5454545454545454,-34.42653673163419,-7.846142837672073,0.0,0.0217391304347826,0.3103448275862069,0.1828793774319066
TPE,1992,7,29,31,49,Chinese Taipei,0,1,0,1,Spain,0.0,0,0,0,2,0.0001199976000479,0.0012285012285012,0.0,112.0,0.1524660176708672,0.0136364578723471,0.1395348837209302,0.6842105263157895,1.1746031746031744,0.0009939459654829,0.7078651685393258,-1.5256326425067557,2.275938851588954,-0.0657894736842105,3.2222222222222223,-26.760845383759737,-5.772698059572366,0.0,0.6451612903225806,0.2413793103448276,0.0583657587548638
TUR,1992,10,29,41,23,Turkey,2,2,2,6,Spain,0.3333333333333333,0,0,0,53,0.0031799364012719,0.0073710073710073,0.3333333333333333,18.666666666666668,0.3585455774178814,0.1760111318522772,-0.1481481481481481,0.8518518518518519,1.809523809523809,0.046078431372549,0.9130434782608696,9.01931609035332,6.956641157471843,0.008714596949891,5.444444444444445,-5.945612559573872,2.0274273432389496,0.0,0.024390243902439,0.3448275862068966,0.1673151750972762
USA,1992,28,29,540,2,United States,37,34,37,108,Spain,0.3425925925925926,0,1,0,1894,0.1136377272454551,0.1326781326781326,0.3425925925925926,1.037037037037037,5.191941432916903,1.4812613026819923,-0.3333333333333333,0.6185286103542235,2.0,0.0158730158730158,1.0,33.63120457701888,117.91215335045194,0.0157314075570206,91.44827586206895,0.1642401021711367,64.06306513409962,0.0,0.037037037037037,0.9655172413793104,0.9610894941634242
ALG,1996,9,31,45,34,Algeria,2,0,1,3,United States,0.6666666666666666,0,0,0,7,0.0004199916001679,0.003562945368171,0.6666666666666666,33.666666666666664,-0.2345178469567766,0.0594989247311827,0.0,0.8723404255319149,1.8481012658227849,0.0539179526521298,0.9294117647058824,5.154155978832453,5.202218499343287,-0.0721040189125294,2.5,-9.41720430107527,-1.075161290322581,0.0,0.3555555555555555,0.2903225806451613,0.1070110701107011
ARG,1996,20,31,179,54,Argentina,0,2,1,3,United States,0.0,0,0,0,50,0.0029999400011999,0.003562945368171,0.0,33.666666666666664,,0.0106884591415635,0.0,0.6877828054298643,1.3670886075949369,0.0014999065631977,0.7596153846153846,17.687368918772876,3.2013116959042227,-0.0509559333088744,3.85,-21.05850904066799,-3.6225527122003967,0.0,0.0893854748603352,0.6451612903225806,0.3763837638376384
ARM,1996,11,31,32,45,Armenia,1,1,0,2,United States,0.5,0,0,0,2,0.0001199976000479,0.002375296912114,0.5,50.5,,0.0428087197580645,0.0,0.9473684210526316,1.5949367088607596,0.0221117837578658,0.8315789473684211,6.554167678070765,3.9450888202020016,,3.0,-17.50201612903226,-3.150604838709678,0.0,0.03125,0.3548387096774194,0.1328413284132841
AUS,1996,26,31,417,7,Australia,9,9,23,41,United States,0.2195121951219512,0,1,0,283,0.0169796604067918,0.0486935866983372,0.2195121951219512,2.463414634146341,3.0936561991227003,0.2362096066680858,-0.3,0.5581818181818182,1.9493670886075949,0.0400032456994482,0.9753086419753086,27.80073069803208,31.537008966150328,-0.0289976689976689,20.51851851851852,-1.1290586728099816,14.024245361119968,0.0,0.0047961630695443,0.8387096774193549,0.7749077490774908
AUT,1996,15,31,72,57,Austria,0,1,2,3,United States,0.0,0,0,0,79,0.0047399052018959,0.003562945368171,0.0,33.666666666666664,,0.0329542752274606,0.3902439024390244,0.7717391304347826,1.3670886075949369,0.0014999065631977,0.7596153846153846,11.439427791167784,4.740308550326582,0.0788257446080109,3.769230769230769,-15.76478494623656,-2.0909739454094294,0.0,0.0555555555555555,0.4838709677419355,0.1918819188191882
AZE,1996,9,31,23,61,Azerbaijan,0,1,0,1,United States,0.0,0,0,0,1,5.999880002399952e-05,0.001187648456057,0.0,101.0,-0.176675760908303,0.0269711567778522,0.0,0.8333333333333334,1.3670886075949369,0.0014999065631977,0.7596153846153846,1.2006967814239915,2.536681237733469,,7.0,-28.988779803646565,-3.79663394109397,0.0,0.0434782608695652,0.2903225806451613,0.084870848708487
BAH,1996,4,31,26,61,Bahamas,0,1,0,1,United States,0.0,0,0,0,4,0.0002399952000959,0.001187648456057,0.0,101.0,0.1117260303192194,0.0278056138788148,0.1296296296296296,0.6388888888888888,1.3670886075949369,0.0014999065631977,0.7596153846153846,-4.970471660167101,2.232943071561923,-0.1944444444444445,1.5555555555555556,-12.864764267990072,-2.770540391508133,0.0,0.1153846153846153,0.1290322580645161,0.062730627306273
BDI,1996,1,31,7,49,Burundi,1,0,0,1,United States,1.0,0,0,0,1,5.999880002399952e-05,0.001187648456057,1.0,101.0,0.0048836940063355,0.1396445029624752,0.0,0.8571428571428571,1.5949367088607596,0.0221117837578658,0.8315789473684211,-7.268413545519629,3.5571811298596483,,1.0,-3.0829493087557567,-0.224884792626727,0.0,0.1428571428571428,0.032258064516129,0.022140221402214
BEL,1996,14,31,61,31,Belgium,2,2,2,6,United States,0.3333333333333333,0,0,0,133,0.0079798404031919,0.007125890736342,0.3333333333333333,16.833333333333332,0.5861958562500923,0.1188624285875284,-0.2954545454545454,0.654320987654321,1.8481012658227849,0.0539179526521298,0.9294117647058824,12.771310349002157,8.037663709122793,0.0329617643533501,6.0,-7.052176978670896,2.0843469063987308,0.0,0.0491803278688524,0.4516129032258064,0.2029520295202952
BLR,1996,19,31,157,37,Belarus,1,6,8,15,United States,0.0666666666666666,0,0,0,15,0.0008999820003599,0.0178147268408551,0.0666666666666666,6.733333333333333,1.7060212840180875,0.172686008331163,0.0,0.5598455598455598,1.5949367088607596,0.0221117837578658,0.8315789473684211,18.794638576782493,7.005412137157826,,13.0,-3.418437093349771,8.074468871995068,0.0,0.0063694267515923,0.6129032258064516,0.4243542435424354
BRA,1996,18,31,220,25,Brazil,3,3,9,15,United States,0.2,0,0,0,54,0.0032399352012959,0.0178147268408551,0.2,6.733333333333333,1.23170370334897,0.0970687150093307,0.0,0.7250996015936255,1.8227848101265824,0.0396433059529457,0.9186046511627908,17.328642713363916,12.96239431166534,-0.0173896687926405,7.45,-3.2608504398826983,4.23674486803519,0.0,0.05,0.5483870967741935,0.3357933579335793
BUL,1996,17,31,108,22,Bulgaria,3,7,5,15,United States,0.2,0,0,0,182,0.0109197816043679,0.0178147268408551,0.2,6.733333333333333,1.4789098122947246,0.2550437047578888,0.2222222222222222,0.7071823204419889,1.8227848101265824,0.0396433059529457,0.9186046511627908,16.540089823440017,17.012436127797724,0.0885382526453787,13.235294117647058,-3.0051971326164875,8.363146742567993,0.0,0.0092592592592592,0.5483870967741935,0.3284132841328413
CAN,1996,25,31,303,21,Canada,3,11,8,22,United States,0.1363636363636363,0,0,0,217,0.0130197396052078,0.0261282660332541,0.1363636363636363,4.590909090909091,2.409940013225081,0.1285770715898375,0.9090909090909092,0.5049019607843137,1.8227848101265824,0.0396433059529457,0.9186046511627908,24.456436855434667,16.02980901863208,-0.059142983035911,12.22222222222222,-2.82328716742642,7.708569405327627,0.0,0.0099009900990099,0.8064516129032258,0.6900369003690037
CHN,1996,25,31,289,4,China,16,22,12,50,United States,0.32,0,0,0,164,0.0098398032039359,0.0593824228028503,0.32,2.02,3.86685036824492,0.9423032685231564,0.0,0.408675799086758,2.0,0.0486854917234664,1.0,26.963066274642383,44.1018329004963,-0.0710196323853232,63.8,-0.6495702645384529,44.46512892063846,0.0,0.0519031141868512,0.8064516129032258,0.5608856088560885
CRC,1996,6,31,11,49,Costa Rica,1,0,0,1,United States,1.0,0,0,0,2,0.0001199976000479,0.001187648456057,1.0,101.0,0.149412678635023,0.0468559495245712,0.3611111111111111,0.4615384615384615,1.5949367088607596,0.0221117837578658,0.8315789473684211,-2.4020894803911736,2.879901971657993,0.0675990675990675,1.3333333333333333,-19.26392961876833,-4.845845552297165,0.0,0.0909090909090909,0.1935483870967742,0.047970479704797
CRO,1996,14,31,84,45,Croatia,1,1,0,2,United States,0.5,0,0,0,5,0.0002999940001199,0.002375296912114,0.5,50.5,,0.0161921220100943,0.0227272727272727,0.8632478632478633,1.5949367088607596,0.0221117837578658,0.8315789473684211,9.68209277658477,3.5138836819955217,-0.006317354143441,5.0,-22.33102918586789,-3.1993087557603674,0.0,0.0238095238095238,0.4516129032258064,0.2103321033210332
CUB,1996,15,31,164,8,Cuba,9,8,8,25,United States,0.36,0,0,0,108,0.0064798704025919,0.0296912114014251,0.36,4.04,1.2898064473025046,0.299134015011226,0.6,0.6629213483146067,1.9493670886075949,0.0400032456994482,0.9753086419753086,13.900349935490963,25.92098926388647,-0.046262325154781,14.3125,-1.31852871754524,9.623191384736426,0.0,0.073170731707317,0.4838709677419355,0.3099630996309963
CZE,1996,17,31,115,17,Czech Republic,4,3,4,11,United States,0.3636363636363636,0,0,0,11,0.0006599868002639,0.013064133016627,0.3636363636363636,9.181818181818182,1.1920102562619397,0.1413993048356606,0.0,0.5976331360946746,1.8481012658227849,0.0341609866926322,0.9294117647058824,16.288963757244268,8.899125417407461,,8.714285714285714,-4.39115134514854,4.782654596455437,0.0,0.017391304347826,0.5483870967741935,0.4022140221402214
DEN,1996,14,31,119,19,Denmark,4,1,1,6,United States,0.6666666666666666,0,0,0,151,0.0090598188036239,0.007125890736342,0.6666666666666666,16.833333333333332,0.6997917827830091,0.0655208307231809,-0.3666666666666666,0.4482758620689655,1.8481012658227849,0.0341609866926322,0.9294117647058824,12.38511550457138,8.294276256830065,-0.1767241379310344,7.321428571428571,-7.1001174663413735,2.994964760097587,0.0,0.0084033613445378,0.4516129032258064,0.2435424354243542
ECU,1996,7,31,19,49,Ecuador,1,0,0,1,United States,1.0,0,0,0,1,5.999880002399952e-05,0.001187648456057,1.0,101.0,0.0992667673503462,0.0256575224138444,0.0,0.9285714285714286,1.5949367088607596,0.0221117837578658,0.8315789473684211,-1.077256805979668,2.830569764874083,,2.333333333333333,-22.52801358234295,-5.125070741369552,0.0,0.1578947368421052,0.2258064516129032,0.066420664206642
ESP,1996,22,31,284,13,Spain,5,6,6,17,United States,0.2941176470588235,1,0,0,65,0.0038999220015599,0.0201900237529691,0.2941176470588235,5.941176470588236,1.7008834901588616,0.0892857080008445,1.1666666666666667,0.6145833333333334,2.0,0.1402412636589851,1.0,20.31514316008224,13.398843975718794,-0.0558077281191805,8.5,-3.4467822112943325,4.915965336611699,0.0418118466898954,0.0422535211267605,0.6774193548387096,0.5756457564575646
ETH,1996,2,31,18,34,Ethiopia,2,0,1,3,United States,0.6666666666666666,0,0,0,16,0.0009599808003839,0.003562945368171,0.6666666666666666,33.666666666666664,-0.0516133001275707,0.2090136476426798,0.0303030303030303,0.5263157894736842,1.8481012658227849,0.0539179526521298,0.9294117647058824,-2.167308378873592,4.634516482160404,-0.2236842105263158,4.461538461538462,-1.9408602150537613,2.5408188585607947,0.0,0.1666666666666666,0.064516129032258,0.03690036900369
FIN,1996,15,31,76,40,Finland,1,2,1,4,United States,0.25,0,0,0,290,0.0173996520069598,0.004750593824228,0.25,25.25,0.943316509106232,0.0789875167545348,0.3793103448275862,0.5714285714285714,1.5949367088607596,0.0221117837578658,0.8315789473684211,12.032283384049126,10.41000907871312,-0.1208791208791209,12.16,-11.681239388794568,5.0076281833616285,0.0,0.0131578947368421,0.4838709677419355,0.2730627306273063
FRA,1996,25,31,299,5,France,15,7,15,37,United States,0.4054054054054054,0,0,0,529,0.0317393652126957,0.0439429928741092,0.4054054054054054,2.72972972972973,3.1739944983593174,0.3532049535370741,-0.4444444444444444,0.6247240618101545,2.0,0.0600454397922752,1.0,27.072910456607392,42.40251672223423,-0.0357697653503393,27.03448275862069,-1.2711975110292082,18.54277867772572,0.0,0.0066889632107023,0.8064516129032258,0.6678966789667896
GBR,1996,22,31,300,28,Ireland,3,0,1,4,United States,0.75,0,0,0,615,0.0368992620147597,0.004750593824228,0.75,25.25,2.2087560760523104,0.0271834778694672,-0.125,0.5933503836317136,2.0,0.0221117837578658,1.0,20.67225458154043,15.905191059585748,-0.0433683663682864,22.209302325581397,-17.196344086021508,10.387608402100522,0.0,0.0066666666666666,0.7096774193548387,0.6420664206642066
